"""About the data: Exported on Oct 13, 2022. Criteria: 'adaptive blockchain' in title and abstract; Publication Year is 2018 or 2019 or 2020 or 2021 or 2022. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,Publisher,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Cancer Types,CSO Categories,Units of Assessment,Sustainable Development Goals
5023,pub.1132687860,10.3390/s20226503,33202552,PMC7697744,IoT Adaptive Dynamic Blockchain Networking Method Based on Discrete Heartbeat Signals,"The combination of blockchain technology and Internet of Things (IoT) technology has brought many significant advantages and new development directions. With the development of embedded technology and 5G communication technology, the performance limitations and network limitations that are traditionally believed to restrict the application of blockchain technology to IoT devices have been broken. The development of ""blockchain + 5G + IoT"" provides reliable data from the source for the blockchain, linking the credible mapping of physical assets and digital assets. However, at the beginning of the blockchain design, the application of the IoT was not fully considered, so there have been some obvious defects in applying the blockchain technology in the IoT. In the Byzantine fault tolerance (BFT) consensus algorithm of traditional blockchain, the entire blockchain network will become paralyzed when more than 1/3 of the nodes in the network are offline. However, in IoT applications, this situation is likely to occur and greatly limits the security and stability of the application of blockchain technology in the IoT. In order to solve this problem, we proposed an IoT adaptive dynamic blockchain networking method based on discrete heartbeat signals. The feature of the method is to set a different monitoring time for each group of nodes, that is, discrete heartbeat signals monitoring. When the number of nodes gradually decreases, the IoT adaptive dynamic blockchain network can dynamically adapt to this process. Even when more than 1/3 of the IoT are offline, the adaptive dynamic IoT blockchain network can maintain stable running. This method also has the advantages of a short network expectation recovery time and avoids instantaneous system paralysis caused by the thundering herd effect. This research improves the security and stability of the application of blockchain technology in the IoT, and provides the necessary technical foundation for the better combination of blockchain technology and IoT technology.",,Sensors,,MDPI,,2020-11-14,2020,2020-11-14,,20,22,6503,All OA; Gold,Article,"Hu, Xueyang; Zheng, Yili; Su, Yu; Guo, Rui","Hu, Xueyang (School of Technology, Beijing Forestry University, Beijing 100083, China;, huxueyang@bjfu.edu.cn); Zheng, Yili (School of Technology, Beijing Forestry University, Beijing 100083, China;, huxueyang@bjfu.edu.cn); Su, Yu (Chaintofuture Technology Limited, Beijing 100081, China;, suyu@ultrain.io, (Y.S.);, rayguo@ultrain.io, (R.G.)); Guo, Rui (Chaintofuture Technology Limited, Beijing 100081, China;, suyu@ultrain.io, (Y.S.);, rayguo@ultrain.io, (R.G.))","Zheng, Yili (Beijing Forestry University)","Hu, Xueyang (Beijing Forestry University); Zheng, Yili (Beijing Forestry University); Su, Yu (); Guo, Rui ()",Beijing Forestry University,grid.66741.32,Beijing,,China,National Natural Science Foundation of China,,China,grant.8196263,31670719,2,2,0.63,0.99,3,https://www.mdpi.com/1424-8220/20/22/6503/pdf,https://app.dimensions.ai/details/publication/pub.1132687860,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics; B12 Engineering,
889,pub.1150532415,10.1109/icait56197.2022.9862639,,,Research on Self-Adaptive Consensus Method Based on Blockchain,"The blockchain is an emerging and hot field in recent years, and one of the core is how to choose a suitable consensus mechanism to reach a consensus reliably and quickly. Each consensus mechanism has its advantages and disadvantages. Aiming at the problem that one consensus mechanism in the current blockchain cannot meet a variety of application scenarios and user needs, this paper proposes a self-adaptive consensus method. First, this paper analyzes the deficiencies of the existing consensus algorithm Raft and proposes some improvements. Then this paper combines multiple consensus algorithms to provide a self-adaptive consensus method. This method can dynamically select the corresponding consensus algorithm according to changes in the application scenarios and user needs, so as to ensure that the consensus process is efficient and reliable.",,,2022 IEEE 14th International Conference on Advanced Infocomm Technology (ICAIT),Institute of Electrical and Electronics Engineers (IEEE),,2022-07-11,2022,,2022-07-11,00,,292-297,Closed,Proceeding,"Zhang, Shuai; Ni, Lin; Xie, Wenjia; Li, Guopeng; Sun, Hui","Zhang, Shuai (College of Information and Communication, National University of Defense Technology, Wuhan, China); Ni, Lin (College of Information and Communication, National University of Defense Technology, Wuhan, China); Xie, Wenjia (College of Information and Communication, National University of Defense Technology, Wuhan, China); Li, Guopeng (College of Information and Communication, National University of Defense Technology, Wuhan, China); Sun, Hui (College of Information and Communication, National University of Defense Technology, Wuhan, China)",,"Zhang, Shuai (National University of Defense Technology); Ni, Lin (National University of Defense Technology); Xie, Wenjia (National University of Defense Technology); Li, Guopeng (National University of Defense Technology); Sun, Hui (National University of Defense Technology)",National University of Defense Technology,grid.412110.7,Changsha,,China,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1150532415,46 Information and Computing Sciences; 4602 Artificial Intelligence,,,,,,B11 Computer Science and Informatics,
883,pub.1142770419,10.1504/ijwgs.2022.10042203,,,Adaptive practical Byzantine fault tolerance consensus algorithm in permission blockchain network,,,International Journal of Web and Grid Services,,Inderscience Publishers,,2022,2022,,2022,18,1,62,Closed,Article,"Robinson, Y. Harold; Navaroj, G. Indra; Julie, E. Golden","Robinson, Y. Harold (); Navaroj, G. Indra (); Julie, E. Golden ()",,"Robinson, Y. Harold (); Navaroj, G. Indra (); Julie, E. Golden ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1142770419,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,,
879,pub.1147670690,10.1504/ijids.2022.10047264,,,An adaptive neuro-fuzzy inference for blockchain-based smart job recommendation system,,,International Journal of Information and Decision Sciences,,Inderscience Publishers,,2022,2022,,2022,14,1,1,Closed,Article,"Sujatha, R.; Ephzibah, E.P.; Chatterjee, Jyotir Moy","Sujatha, R. (); Ephzibah, E.P. (); Chatterjee, Jyotir Moy ()",,"Sujatha, R. (); Ephzibah, E.P. (); Chatterjee, Jyotir Moy ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1147670690,46 Information and Computing Sciences,,,,,,,
876,pub.1130675677,10.1109/jiot.2020.3022045,,,HARB: A Hypergraph-Based Adaptive Consortium Blockchain for Decentralized Energy Trading,"The emergence of the Internet of Things (IoT) and distributed energy resources (DERs), has given rise to collaborative communities that manage their energy production and consumption load through peer-to-peer decentralized energy trading (P2P DET). To address the issue of distributed trust in these communities, blockchain technology is widely considered as a promising solution due to its ability to provide records provenance and visibility. However, the current blockchain-based platforms are known to compromise on scalability and privacy in favor of trustless interactions and often do not support interoperability. In this work, we propose a hypergraph-based adaptive consortium blockchain (HARB) framework, which coordinates DERs through high-order relationships rather than P2P pairwise relationships. HARB is presented in a three-layered network architecture to address the aforementioned challenges. The bottom layer (Underlay) addresses the issue of scalability, by exploiting the rich representation ability of hypergraphs to describe complex relationships among DERs and end users. We use the described complex relations to form scalable network clusters with intra- and inter-community energy trading relationships. The middle layer (Overlay) presents a blockchain service model to describe adaptive blockchain modules that support interoperability between the network clusters. To preserve privacy, we present a data tagging and anonymization model in the top layer (Contract), which attributes transactions to specific network clusters. To evaluate our framework, we modeled various IoT devices with different computing resource profiles to simulate a distributed energy trading (DET) environment. The analyzed results have shown that our proposed framework can effectively improve the performance of blockchain-based DET systems.",,IEEE Internet of Things Journal,,Institute of Electrical and Electronics Engineers (IEEE),,2020-09-07,2020,2020-09-07,2022-01-15,9,16,14216-14227,All OA; Green,Article,"Karumba, Samuel; Kanhere, Salil S.; Jurdak, Raja; Sethuvenkatraman, Subbu","Karumba, Samuel (School of Computer Science and Engineering, UNSW Sydney, Sydney, NSW, 2052, Australia); Kanhere, Salil S. (School of Computer Science and Engineering, UNSW Sydney, Sydney, NSW, 2052, Australia); Jurdak, Raja (School of Computer Science, Queensland University of Technology, Brisbane, QLD, 4000, Australia); Sethuvenkatraman, Subbu (Energy Business Unit, CSIRO, Newcastle, NSW, 2304, Australia)","Karumba, Samuel (UNSW Sydney)","Karumba, Samuel (UNSW Sydney); Kanhere, Salil S. (UNSW Sydney); Jurdak, Raja (Queensland University of Technology); Sethuvenkatraman, Subbu ()",Queensland University of Technology; UNSW Sydney,grid.1024.7; grid.1005.4,Brisbane; Sydney,Queensland; New South Wales,Australia; Australia,Commonwealth Scientific and Industrial Research Organisation,,Australia,,,4,4,,1.9,,https://eprints.qut.edu.au/208979/1/76318362.pdf,https://app.dimensions.ai/details/publication/pub.1130675677,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,7 Affordable and Clean Energy
870,pub.1116620479,10.1109/cybermatics_2018.2018.00216,,,"A Strong Adaptive, Strategic Double-Spending Attack on Blockchains","In this paper, we first propose an adaptive strategy for double-spending attack on blockchains. The attacker in our strategy observes the length of the honest branch when a submitted transaction becomes available in the blockchain, and then updates the attack strategy accordingly. This provides a stronger strategy than conventional double-spending attack. We then derive closed-form expressions for the probability of a successful attack and the expected reward of attacker miners. Our analysis shows that the probability of a successful attack by convincing the network nodes to follow the counterfeit branch under the proposed attack strategy is 60% higher than what is expected from the conventional attack strategy when the attackers acquire 40% of the total network processing power. To counter this increase in the probability of attack, the network nodes are required to use a bigger number of confirmation blocks for validating any transaction in the blockchain. We computed the. expected reward of an attacker for mining a counterfeit branch on a blockchain and observed that the expected reward drops to zero after a few number of block confirmations.",ThiS work was. supported in part by the Natural Sciences and Engineering Research Council (NSERC) of Canada under Grant RGPIN 1731-2013 and by the UBC PMC-Sierra Professorship in Networking and Communications. ThiS work was supported in part by the Natural Sciences and Engineering Research Council (NSERC) of Canada under Grant RGPIN 1731–2013 and by the UBC PMC-Sierra Professorship in Networking and Communications.,,"2018 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)",Institute of Electrical and Electronics Engineers (IEEE),,2018-07-30,2018,,2018-07-30,00,,1219-1227,Closed,Proceeding,"Ramezan, Gholamreza; Leung, Cyril; Wang, Z. Jane","Ramezan, Gholamreza (The University of British Columbia, Vancouver, Canada); Leung, Cyril (The University of British Columbia, Vancouver, Canada); Wang, Z. Jane (The University of British Columbia, Vancouver, Canada)",,"Ramezan, Gholamreza (University of British Columbia); Leung, Cyril (University of British Columbia); Wang, Z. Jane (University of British Columbia)",University of British Columbia,grid.17091.3e,Vancouver,British Columbia,Canada,Natural Sciences and Engineering Research Council,ICRP - International Cancer Research Partnership,Canada,,,10,4,,2.94,,,https://app.dimensions.ai/details/publication/pub.1116620479,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
869,pub.1122961086,10.1145/3366624.3368159,,,A blockchain-based adaptive middleware for large scale internet of things data storage selection,"IoT applications with massive generation of data have different service requirements in terms of performance, security, privacy, availability and price. Relying on a single cloud storage puts limits on the applications, which could be alleviated by another storage solution. Moreover multi-cloud storage architecture has limited impact due to the lack of differentiation between competing cloud solutions. Recently, decentralized storage solutions are gaining attraction as an alternative to cloud storage. In this work, we propose a blockchain-based adaptive middleware for intelligent selection of storage technology for IoT applications and explore the open questions regarding the integration of middleware with IoT applications, storage technologies and blockchain network.",,,Proceedings of the 20th International Middleware Conference Doctoral Symposium,Association for Computing Machinery (ACM),,2019-12-09,2019,2019-12-09,2019-12-09,,,17-19,Closed,Proceeding,"Danish, Syed Muhammad","Danish, Syed Muhammad (École de technologie supérieure, Montreal)",,"Danish, Syed Muhammad (École de Technologie Supérieure)",École de Technologie Supérieure,grid.459234.d,Montreal,Quebec,Canada,,,,,,4,2,,1.56,,,https://app.dimensions.ai/details/publication/pub.1122961086,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,7 Affordable and Clean Energy
867,pub.1142675014,10.1109/wocc53213.2021.9602935,,,Adaptive Blocksize for IoT Payload Data on Fabric Blockchain,"The ongoing development of IoT applications led to the integration of Blockchain technology. Hyperledger Fabric is such a blockchain that operates with identifiable participants in a permissioned environment. Although many performance issues of hyperledger fabric have been mitigated to some extent, still there is a trade-off with performance. Blocksize is a critical configuration parameter that has a significant impact on both throughput and latency performance [2] [3] . In this work, A blockchain network for IoT data access is proposed with A) Firstly, the Impact of the network workload on performance is evaluated. B) Secondly, the bottleneck areas are analyzed. C) Finally, an adaptive blocksize algorithm is proposed to optimize the network performance. Results of the workload analysis revealed: (1) The network is capable of 200(tps) send rate, but the throughput is at 40(tps). (2) Static Blocksize, and batch count are major bottlenecks. After implementing an adaptive blocksize mechanism, performance optimization results revealed: It optimized the performance, throughput from 40(tps) to 110(tps), similarly latency form 14(ms) to 3(ms), that states blocksize has a major impact on performance.",We would like to acknowledge hyperledger community for providing the clear documentation for setting up the network. We also like to acknowledge git hub community in troubleshooting the abstract errors.,,2021 30th Wireless and Optical Communications Conference (WOCC),Institute of Electrical and Electronics Engineers (IEEE),,2021-10-08,2021,,2021-10-08,00,,92-96,Closed,Proceeding,"Liu, Chuan-Ming; Badigineni, Mukesh; Lu, Sheng Wen","Liu, Chuan-Ming (Dept. of CSIE, National Taipei University of Technology, Taipei, Taiwan); Badigineni, Mukesh (Dept of EECS, National Taipei University of Technology, Taipei, Taiwan); Lu, Sheng Wen (Dept. of CSIE, National Taipei University of Technology, Taipei, Taiwan)","Liu, Chuan-Ming (National Taipei University of Technology)","Liu, Chuan-Ming (National Taipei University of Technology); Badigineni, Mukesh (National Taipei University of Technology); Lu, Sheng Wen (National Taipei University of Technology)",National Taipei University of Technology,grid.412087.8,Taipei,,Taiwan,,,,,,2,2,,,,,https://app.dimensions.ai/details/publication/pub.1142675014,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B12 Engineering,
857,pub.1125377043,10.1109/tii.2020.2977689,,,Analysis of Proof-of-Work-Based Blockchains Under an Adaptive Double-Spend Attack,"In this article, we study the performance of blockchains by analyzing the common prefix depth, chain quality coefficient, and chain growth speed coefficient. These three parameters characterize the liveness and consistency of transactions which are important for the proper operation of the blockchain. We examine how these three parameters are affected under an adaptive double-spend attack (ADSA). To maintain the performance of a blockchain against ADSA, the user nodes can use a larger number, $z$, of confirmation blocks for validating a transaction. A comparison of the values of $z$ needed to achieve a given target probability of successful attack is provided for ADSA and the traditional double-spend attack with different system models. The results indicate that a larger value of $z$ is required under ADSA. A more realistic reward model for attackers is also introduced. It is found that the expected reward of an attacker decreases rapidly to zero as $z$ is increased.",This work was supported in part by the Natural Sciences and Engineering Research Council (NSERC) of Canada under Grant RGPIN 1731-2013 and in part by the UBC PMC-Sierra Professorship in Networking and Communications.,IEEE Transactions on Industrial Informatics,,Institute of Electrical and Electronics Engineers (IEEE),,2020-03-02,2020,2020-03-02,,16,11,7035-7045,Closed,Article,"Ramezan, Gholamreza; Leung, Cyril","Ramezan, Gholamreza (Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, BC, V6T 1Z4, Canada); Leung, Cyril (Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, BC, V6T 1Z4, Canada)","Ramezan, Gholamreza (University of British Columbia)","Ramezan, Gholamreza (University of British Columbia); Leung, Cyril (University of British Columbia)",University of British Columbia,grid.17091.3e,Vancouver,British Columbia,Canada,Natural Sciences and Engineering Research Council,ICRP - International Cancer Research Partnership,Canada,,,14,13,,6.66,,,https://app.dimensions.ai/details/publication/pub.1125377043,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
853,pub.1148659828,10.1109/tii.2022.3182766,,,RNS-Based Adaptive Compression Scheme for the Block Data in the Blockchain for IIoT,"The Industrial Internet of Things (IIoT) is the essential component of Industry 4.0. Blockchain is a promising technology for secure data sharing and trustable cooperation between IIoT devices. However, the ever-growing transaction records make it difficult for the storage-limited IIoT devices to join the blockchain network. In this article, an adaptive compression scheme is proposed to decrease the storage volume on each node. In the scheme, the block body is compressed by representing the included transactions as their remainders stored in the distributed nodes. The original transaction could be recovered based on the Chinese remainder theorem. In particular, each node adapts its compression ratio according to its storage resource. The nodes storing more data have advantages in transaction recovery, introducing an incentive mechanism for efficient storage utilization. The theoretical analysis and simulation results show that the proposed scheme can achieve a high compression ratio with good service availability. The proposed scheme dramatically lowers the threshold for IIoT devices to join the blockchain network, which is important for the large-scale application of blockchain in Industry 4.0.",,IEEE Transactions on Industrial Informatics,,Institute of Electrical and Electronics Engineers (IEEE),,2022-06-14,2022,2022-06-14,,18,12,9239-9249,Closed,Article,"Guo, Zhaohui; Gao, Zhen; Liu, Qiang; Chakraborty, Chinmay; Hua, Qiaozhi; Yu, Keping; Wan, Shaohua","Guo, Zhaohui (School of Microelectronics, Tianjin University, Tianjin, 300072, China); Gao, Zhen (School of Electrical and Information Engineering, Tianjin University, Tianjin, 300072, China); Liu, Qiang (School of Microelectronics, Tianjin University, Tianjin, 300072, China); Chakraborty, Chinmay (Department of Electronics and Communication Engineering, BIT, Mesra, 835215, India); Hua, Qiaozhi (Computer school, Hubei University of Arts and Science, Xiangyang, 441000, China); Yu, Keping (Graduate School of Science and Engineering, Hosei University, Tokyo, 184-8584, Japan; RIKEN Center for Advanced Intelligence Project, RIKEN, Tokyo, 103-0027, Japan); Wan, Shaohua (Shenzhen Institute for Advanced Study, University of Electronic Science and Technology of China, Shenzhen, 518110, China)","Hua, Qiaozhi (Hubei University of Arts and Science)","Guo, Zhaohui (Tianjin University); Gao, Zhen (Tianjin University); Liu, Qiang (Tianjin University); Chakraborty, Chinmay (); Hua, Qiaozhi (Hubei University of Arts and Science); Yu, Keping (Hosei University; RIKEN Center for Advanced Intelligence Project); Wan, Shaohua (University of Electronic Science and Technology of China)",Hubei University of Arts and Science; Tianjin University; RIKEN Center for Advanced Intelligence Project; Hosei University; University of Electronic Science and Technology of China,grid.412979.0; grid.33763.32; grid.509456.b; grid.257114.4; grid.54549.39,Xiangfan; Tianjin; Tokyo; Tokyo; Chengdu,; ; ; ; ,China; China; Japan; Japan; China,Japan Society for the Promotion of Science; Ministry of Science and Technology of the People's Republic of China,,Japan; China,grant.7544874; grant.9692817,18K18044; 21K17736,1,1,,,,,https://app.dimensions.ai/details/publication/pub.1148659828,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,"9 Industry, Innovation and Infrastructure"
849,pub.1149604898,10.1109/iwcmc55113.2022.9824976,,,Anomaly Detection Based on Dual-threaded Blockchain in Large-scale Intelligent Networks,This paper proposes a dual-threaded blockchain-based architecture to detect large-scale intelligent network abnormalities. Anomaly detection is then implemented using an adaptive encoder. The simulation results show that the proposed anomaly detection scheme achieves efficient anomaly detection while reducing latency and improving throughput.,"This work has been supported in part by NSFC project (62122015, 61871056), Fund of SKL of IPOC (BUPT) (IPOC2021ZT04, IPOC2020A004).",,2022 International Wireless Communications and Mobile Computing (IWCMC),Institute of Electrical and Electronics Engineers (IEEE),,2022-06-03,2022,,2022-06-03,00,,28-31,Closed,Proceeding,"Liu, Wei; Shen, Yuefeng; Yang, Hui; Bao, Bowen; Yao, Qiuyan; Wang, Lvda","Liu, Wei (State Key Laboratory of Information Photonics and Optical Communications, Beijing University of Posts and Telecommunications, Beijing, China); Shen, Yuefeng (Beijing Institute of Computer Technology and Applications, Beijing, China); Yang, Hui (State Key Laboratory of Information Photonics and Optical Communications, Beijing University of Posts and Telecommunications, Beijing, China); Bao, Bowen (State Key Laboratory of Information Photonics and Optical Communications, Beijing University of Posts and Telecommunications, Beijing, China); Yao, Qiuyan (State Key Laboratory of Information Photonics and Optical Communications, Beijing University of Posts and Telecommunications, Beijing, China); Wang, Lvda (Beijing Institute of Computer Technology and Applications, Beijing, China)",,"Liu, Wei (Beijing University of Posts and Telecommunications); Shen, Yuefeng (); Yang, Hui (Beijing University of Posts and Telecommunications); Bao, Bowen (Beijing University of Posts and Telecommunications); Yao, Qiuyan (Beijing University of Posts and Telecommunications); Wang, Lvda ()",Beijing University of Posts and Telecommunications,grid.31880.32,Beijing,Beijing,China,National Natural Science Foundation of China,,China,grant.8943415,61871056,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1149604898,46 Information and Computing Sciences; 4605 Data Management and Data Science,,,,,,B11 Computer Science and Informatics; B12 Engineering,
846,pub.1124297016,10.1007/978-981-15-2777-7_13,,,An Adaptive Modular-Based Compression Scheme for Address Data in the Blockchain System,"Abstract
Blockchain has broad development potential and application prospects. At present, the huge storage volume on each node becomes one of the main bottlenecks that restrict the expansibility of the blockchain system, so optimization for storage mechanism becomes an important issue. In this paper, a modular-based compression scheme is proposed to dramatically reduce the storage volume of the account addresses on each node in the blockchain system. The scheme could achieve optimal compression ratio for the different number of accounts by adaptively select the bit-width of the module for each account. Theoretical analysis and simulation experiments are performed to show the effectiveness of the proposed mechanism.",,Communications in Computer and Information Science,Blockchain and Trustworthy Systems,Springer Nature,,2019-12-23,2019,2019-12-23,2020,1156,,150-160,Closed,Chapter,"Gao, Zhen; Guo, Zhaohui; Yang, Jinsheng","Gao, Zhen (Tianjin University, 300072, Tianjin, China); Guo, Zhaohui (Tianjin University, 300072, Tianjin, China); Yang, Jinsheng ()","Gao, Zhen (Tianjin University)","Gao, Zhen (Tianjin University); Guo, Zhaohui (Tianjin University); Yang, Jinsheng ()",Tianjin University,grid.33763.32,Tianjin,,China,,,,,,1,1,,0.36,,,https://app.dimensions.ai/details/publication/pub.1124297016,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
836,pub.1111315546,10.1109/hoticn.2018.8606007,,,Chameleon: A Scalable and Adaptive Permissioned Blockchain Architecture,"Designing blockchain architecture is still an open question and encounters a lot of challenges such as scalability, security, high utilization and so on. In this paper, we propose Chameleon, a scalable and adaptive permissioned blockchain architecture. We adopt the principles of non-forking, high security, scalable and high utilization to design the Chameleon to be suitable for next generation blockchain architecture. In Chameleon, we introduce credit value which can only be acquired through honest behavior to enhance the security of the consensus algorithm. We also introduce the QoS of transactions to meet the various needs of different users. While previous work using sharding to improve the scalability, they either store all transactions in every area or just work independently, it either causes too much redundant data or low resource utilization. Combined with the cloud storage, Chameleon partition the nodes into different area according to different scenario, every area process their own transactions and can also cooperate with each other dynamically to improve transaction throughput and resource utilization.",This work is supported by the Fundamental Research Funds for the Central Universities under Grant No.2018YJS009 and 973 program under Grant No. 2013CB329101. This work is supported by the Fundamental Research Funds for the Central Universities under Grant No.2018YJS009 and 973 program under Grant No. 2013CB329101.,,2018 1st IEEE International Conference on Hot Information-Centric Networking (HotICN),Institute of Electrical and Electronics Engineers (IEEE),,2018-08-17,2018,,2018-08-17,00,,87-93,Closed,Proceeding,"He, Guobiao; Su, Wei; Gao, Shuai","He, Guobiao (School of Electric and Information Engineering, Beijing Jiaotong University, Beijing, China); Su, Wei (School of Electric and Information Engineering, Beijing Jiaotong University, Beijing, China); Gao, Shuai (School of Electric and Information Engineering, Beijing Jiaotong University, Beijing, China)","He, Guobiao (Beijing Jiaotong University)","He, Guobiao (Beijing Jiaotong University); Su, Wei (Beijing Jiaotong University); Gao, Shuai (Beijing Jiaotong University)",Beijing Jiaotong University,grid.181531.f,Beijing,Beijing,China,Ministry of Science and Technology of the People's Republic of China,,China,,,5,4,,1.57,,,https://app.dimensions.ai/details/publication/pub.1111315546,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
810,pub.1103933228,10.1109/access.2018.2835309,,,Adaptive Blockchain-Based Electric Vehicle Participation Scheme in Smart Grid Platform,"The electric vehicle (EV) charging scheme can reduce the power generation costs and improve the smart grid resilience. However, the huge penetrations of EVs can impact the voltage stability and operating costs. In this paper, a novel EV participation charging scheme is proposed for a decentralized blockchain-enabled smart grid system. Our objectives are to minimize the power fluctuation level in the grid network and the overall charging cost for EV users. We first formulate the power fluctuation level problem of the smart grid system that take into accounts of EV battery capacities, charging rates, and EV users charging behavior. And then, we propose a novel adaptive blockchain-based electric vehicle participation (AdBEV) scheme that uses the Iceberg order execution algorithm to obtain an improved EV charging and discharging schedule. The simulation results show the proposed scheme outperforms the scheme that applying genetic algorithm approach in term of lowering the power fluctuation level and overall charging costs.",,IEEE Access,,Institute of Electrical and Electronics Engineers (IEEE),,2018-06-04,2018,2018-06-04,,6,,25657-25665,All OA; Gold,Article,"Liu, Chao; Chai, Kok Keong; Zhang, Xiaoshuai; Lau, Eng Tseng; Chen, Yue","Liu, Chao (Sch. of Electr. Eng. &amp; Comput. Sci., Queen Mary Univ. of London, London, UK); Chai, Kok Keong (Sch. of Electr. Eng. &amp; Comput. Sci., Queen Mary Univ. of London, London, UK); Zhang, Xiaoshuai (Sch. of Electr. Eng. &amp; Comput. Sci., Queen Mary Univ. of London, London, UK); Lau, Eng Tseng (Dept. of Mech., Aerosp. &amp; Civil Eng., Brunel Univ. London, Uxbridge, UK); Chen, Yue (Sch. of Electr. Eng. &amp; Comput. Sci., Queen Mary Univ. of London, London, UK)",,"Liu, Chao (Queen Mary University of London); Chai, Kok Keong (Queen Mary University of London); Zhang, Xiaoshuai (Queen Mary University of London); Lau, Eng Tseng (Brunel University London); Chen, Yue (Queen Mary University of London)",Brunel University London; Queen Mary University of London,grid.7728.a; grid.4868.2,London; London,; ,United Kingdom; United Kingdom,,,,,,125,61,,38.65,3,https://doi.org/10.1109/access.2018.2835309,https://app.dimensions.ai/details/publication/pub.1103933228,"40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware",,,,,,B11 Computer Science and Informatics; B12 Engineering,7 Affordable and Clean Energy
